ANIO;MES;CONGLOMERADO;MUESTRA;SELVIV;HOGAR;C201;REGION;ESTRATO;LLAVE_PANEL;C203;C204;C205;C206;C207;C208;C300n;NROINF;C301_DIA;C301_MES;C301_ANIO;C303;C304;C305;C306_1;C306_2;C306_3;C306_4;C306_5;C306_6;C306_7;C306_8;C306_9;C306_10;C306_10A;C306_11;C308_COD;C309_COD;C310;C311;C317;C317A;C318_1;C318_2;C318_3;C318_4;C318_5;C318_6;C318_7;whoraT;C330;C331;P209H;C335;C338;C339_1;C341_T;C342;C344;C345_1;C348;C347_T;C350;C352;C353;C354;C355;C356;C357_I;C358;C359;SEGURO1;C366;C366_1;C366_2;C375_1;C375_2;C375_3;C375_4;C375_5;C375_6;C376;C377;OCUP300;I339_1;D341_T;I342;D344;I345_1;I348;D347_T;D350;INGTOT;INGTOTP;RESIDENT;fa_fma23
2023;2;22475;1;49;1;6;1;1;2.02211E+17;3;1;2; ;1;32;6;6;20;11;1990;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;1; ;1;3;4;8;8;8;2;2;0;45;2;45;1;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;8;2; ;2;2;2;2;2;2;10;1;1; ; ;2500; ; ; ; ; ;2500;2500;1;698.183714
2023;2;20396;1;35;1;4;1;1;2.02302E+17;3;1;2; ;2;37;4;4;29;9;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2251;8620;2; ;1;2;0;8;8;8;8;8;8;48;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;6;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;1483.245578
2023;2;18221;1;113;1;3;1;1;2.02202E+17;8;1;2; ;1;34;3;3;25;4;1988;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2259;7020;1; ;1;5;6;6;6;6;6;6;6;42;1; ;2;1; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;12;2; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;319.9004337
2023;2;20396;1;35;1;3;1;1;2.02302E+17;3;1;2; ;1;34;3;3;12;1;1989;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2251;8620;2; ;1;2;3;5;5;5;5;5;5;33;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;6;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;1513.671315
2023;2;23706;1;91;1;1;1;1;2.02302E+17;1;1;2; ;1;41;1;1;25;3;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8332;4923;2; ;1;1;0;10;10;10;10;10;10;60;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;1;1;1; ; ;2500; ; ; ; ; ;2500;2500;1;1396.367428
2023;2;19856;1;8;2;1;1;1;2.02302E+17;1;1;2; ;1;27;1;1;6;8;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3317;7310;1; ;1;4;0;6;6;10;6;6;6;40;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;9;3; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;1396.367428
2023;2;18267;1;89;1;1;1;1;2.02108E+17;1;1;2; ;1;64;1;1;30;7;1958;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;6910;2; ;1;1;0;9;9;9;9;9;0;45;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;6; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;264.6599528
2023;2;1965001;1;90;1;1;1;1;2.02108E+19;1;1;2; ;1;51;1;1;18;9;1971;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;1071;1; ;1;13;12;12;12;12;12;12;12;84;1; ;2;2; ; ; ;2500;400; ; ; ; ; ; ; ; ; ; ; ;1;1;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2500;400; ; ; ; ;2900;2900;1;577.6211886
2023;2;21190;1;21;1;1;1;1;2.02202E+17;1;1;2; ;1;41;1;1;20;7;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;0;9;9;9;9;11;11;58;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;698.183714
2023;2;25505;1;52;1;1;1;1;2.02108E+17;1;1;2; ;1;46;1;1;12;6;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4752;1; ;1;2;0;12;12;12;12;12;12;72;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;626.1451008
2023;2;18331;1;85;1;1;1;1;2.02302E+17;1;1;2; ;1;58;1;1;7;5;1964;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4923;1; ;1;2;0;0;0;0;5;5;0;10;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;529.3199055
2023;2;1737003;1;40;1;1;1;1;2.02211E+19;1;1;2; ;1;32;1;1;6;6;1990;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7234;3312;2; ;1;2;0;8;8;8;8;8;0;40;1; ;1;1; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;8;2; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;315.4330931
2023;2;17419;1;59;1;1;1;1;2.02302E+17;1;1;2; ;1;38;1;1;10;6;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;12;12;12;12;12;12;12;84;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;2; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;630.8661862
2023;2;18296;1;90;1;1;1;1;2.02108E+17;1;1;2; ;1;57;1;1;4;9;1965;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9629;8299;2; ;1;1;0;6;0;0;0;7;7;40;2;40;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;8;1; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;264.6599528
2023;2;21307;1;30;1;1;1;1;2.02108E+17;1;1;2; ;1;57;1;2;7;8;1965;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;1; ;1;3;0;8;8;8;8;8;5;45;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2500; ; ; ; ; ;2500;2500;1;577.3949364
2023;2;17680;1;72;1;1;1;1;2.02108E+17;1;1;2; ;1;49;1;1;24;4;1973;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;2; ;1;1;0;9;9;9;9;9;0;45;1; ;1;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;1;1;1; ; ;2448; ; ; ; ; ;2448;2448;1;260.9640335
2023;2;28852;1;111;1;1;1;1;2.02108E+17;1;1;2; ;1;38;1;1;8;7;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4923;2; ;1;1;0;8;8;8;8;8;8;48;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;5;3; ;2;2;2;2;2;2;1;1;1; ; ;2440; ; ; ; ; ;2440;2440;1;697.9102379
2023;2;2671402;1;11;1;1;1;1;2.02302E+19;1;1;2; ;1;76;1;2;11;5;1946;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2634;8690;2; ;1;1;0;8;8;8;8;8;8;48;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;2;11;6; ;2;2;2;2;2;2;10;6;1; ; ;2400; ; ; ; ; ;2400;2400;1;1155.242377
2023;2;24135;1;23;1;1;1;1;2.02302E+17;1;1;2; ;1;37;1;1;6;2;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8181;2310;2; ;1;1;0;12;12;12;12;12;5;65;1; ;2;1; ; ; ;2400; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;1;1;1; ; ;2400; ; ; ; ; ;2400;2400;1;1355.092356
2023;2;2395001;1;68;1;1;1;1;2.02302E+19;1;1;2; ;1;41;1;1;5;3;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8332;4923;2; ;1;2;2;10;8;8;8;8;8;52;1; ;1;2; ; ; ;2400; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;1;7;1; ; ;2390; ; ; ; ; ;2390;2390;1;697.9102379
2023;2;26272;1;60;1;3;1;1;2.02211E+17;3;1;2; ;2;44;3;1;30;8;1978;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2411;6920;2; ;1;1;0;8;6;6;6;8;0;34;1; ;1;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2380; ; ; ; ; ;2380;2380;1;819.8331239
2023;2;2643102;1;68;1;4;1;1;2.02302E+19;3;1;2; ;1;45;4;4;14;8;1977;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2163;7410;2; ;1;1;0;8;8;8;8;8;4;44;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2350; ; ; ; ; ;2350;2350;1;1252.290202
2023;2;25224;1;33;1;1;1;1;2.02302E+17;1;1;2; ;1;61;1;1;15;5;1961;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;6910;2; ;1;1;0;8;8;8;8;8;0;40;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;4;11;6; ;2;2;2;2;2;2;10;7;1; ; ;2350; ; ; ; ; ;2350;2350;1;1155.242377
2023;2;25999;1;142;1;1;1;1;2.02202E+17;1;1;2; ;1;45;1;1;6;12;1977;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4773;1; ;1;3;6;12;12;12;12;12;12;78;1; ;1;2; ; ; ;2335; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2335; ; ; ; ; ;2335;2335;1;626.1451008
2023;2;28474;1;21;1;4;1;1;2.02302E+17;3;1;2; ;1;29;4;4;7;8;1993;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8331;4921;1; ;1;2;16;0;0;16;16;16;16;82;1; ;1;2; ; ; ;2300; ; ;200; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2330; ; ;200; ; ;2530;2330;1;1396.367428
2023;2;47798;1;5;1;2;1;1;2.02108E+17;2;1;2; ;1;46;2;2;29;3;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;2; ;1;1;0;9;9;9;9;9;5;50;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;1;1;1; ; ;2300; ; ; ; ; ;2300;2300;1;577.3949364
2023;2;27018;1;39;1;2;1;1;2.02108E+17;2;1;2; ;2;54;2;2;15;8;1968;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3331;7020;2; ;1;1;0;4;4;4;4;4;0;30;2;30;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2300; ; ; ; ; ;2300;2300;1;620.030522
2023;2;2658501;1;110;1;1;1;1;2.02108E+19;1;1;2; ;1;57;1;1;21;11;1965;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5243;4791;2; ;1;1;3;4;3;4;2;5;4;25;1; ;1;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;6;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2300; ; ; ; ; ;2300;2300;1;692.1773464
2023;2;20635;1;104;1;1;1;1;2.02302E+17;1;1;2; ;1;75;1;1;5;3;1947;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;4663;1; ;1;4;0;10;10;10;10;10;8;58;1; ;2;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2300; ; ; ; ; ;2300;2300;1;577.6211886
2023;2;2546102;1;32;1;1;1;1;2.02302E+19;1;1;2; ;1;38;1;1;19;10;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9621;4923;2; ;1;1;10;0;4;4;4;4;4;30;1; ;2;2; ; ; ;2280; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2280; ; ; ; ; ;2280;2280;1;1395.820476
2023;2;28708;1;77;1;1;1;1;2.02302E+17;1;1;2; ;1;37;1;1;23;6;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7212;4520;1; ;1;2;0;9;9;9;9;9;9;54;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2280; ; ; ; ; ;2280;2280;1;1395.820476
2023;2;29095;1;106;1;1;1;1;2.02302E+17;1;1;2; ;1;55;1;1;26;4;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;7;9;8;9;11;10;10;64;2;48;2;2; ; ; ;2200; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;3; ;2;2;2;2;2;2;10;1;1; ; ;2250; ; ; ; ; ;2250;2250;1;1154.789873
2023;2;25836;1;9;1;1;1;1;2.02202E+17;1;1;2; ;1;39;1;1;25;10;1983;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8331;4921;1; ;1;2;0;0;0;0;16;16;0;90;2;90;1;2; ; ; ;2202; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2202; ; ; ; ; ;2202;2202;1;836.6503169
2023;2;25224;1;31;1;2;1;1;2.02302E+17;2;1;2; ;2;38;2;2;23;6;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;0;8;8;8;8;8;0;40;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2200; ; ; ; ; ;2200;2200;1;1368.299572
2023;2;49689;1;8;1;1;1;1;2.02202E+17;1;1;2; ;1;24;1;1;7;9;1998;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7431;9512;2; ;1;2;6;12;12;12;12;12;12;78;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;10;2; ;2;2;2;2;2;2;10;7;1; ; ;2200; ; ; ; ; ;2200;2200;1;641.5721715
2023;2;23157;1;16;1;1;1;1;2.02302E+17;1;1;2; ;1;55;1;1;23;7;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;1; ;1;3;7;9;9;9;0;9;9;52;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;5;1; ; ;2200; ; ; ; ; ;2200;2200;1;1154.789873
2023;2;25549;1;45;1;1;1;1;2.02202E+17;1;1;2; ;2;55;1;1;22;8;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2161;7110;2; ;1;1;0;0;0;6;6;6;0;18;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;9;1; ; ;2200; ; ; ; ; ;2200;2200;1;560.8809298
2023;2;1783201;1;85;1;1;1;1;2.02202E+19;1;1;2; ;2;47;1;1;25;7;1975;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4711;2; ;1;1;0;8;8;0;8;0;8;40;2;40;2;2; ; ; ;2150;600; ; ; ; ; ; ; ; ; ; ; ;1;5;9;3; ;2;2;2;2;2;2;10;1;1; ; ;2150;600; ; ; ; ;2750;2750;1;237.0739948
2023;2;19885;1;44;1;3;1;1;2.02302E+17;3;1;2; ;2;21;3;3;18;10;2001;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5142;9602;2; ;1;1;5;6;0;6;6;8;8;50;2;50;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;2;10;4; ;2;2;2;2;2;2;10;7;1; ; ;2141; ; ; ; ; ;2141;2141;1;1424.929488
2023;2;1796202;1;48;1;1;1;1;2.02211E+19;1;1;2; ;1;56;1;1;8;5;1966;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8332;4923;2; ;1;1;1;2;0;0;0;12;8;23;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5;3; ;2;2;2;2;2;2;10;7;1; ; ;2134; ; ; ; ; ;2134;2134;1;260.9640335
2023;2;28558;1;40;1;1;1;1;2.02211E+17;1;1;2; ;1;50;1;1;24;4;1972;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9629;4923;2; ;1;1;8;0;8;8;8;8;8;54;1; ;1;2; ; ; ;2079; ;80; ; ; ; ; ; ; ; ; ; ;1;5;5;3; ;2;2;2;2;2;2;10;8;1; ; ;2079; ;80; ; ; ;2159;2079;1;560.547347
2023;2;1807501;1;20;3;1;1;1;2.02211E+19;1;1;2; ;1;32;1;1;16;3;1990;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;8;5;8;5;5;5;8;44;1; ;2;2; ; ; ;1500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;8;1; ;2;2;2;2;2;2;10;7;1; ; ;2070; ; ; ; ; ;2070;2070;1;314.5231906
2023;2;25954;1;20;1;1;1;1;2.02202E+17;1;1;2; ;1;56;1;1;9;9;1966;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4722;2; ;1;3;12;12;12;12;12;12;12;84;1; ;1;2; ; ; ;2068;50; ; ; ; ; ; ; ; ; ; ; ;1;5;1; ; ;2;2;2;2;2;2;1;7;1; ; ;2068;50; ; ; ; ;2118;2118;1;560.547347
2023;2;22154;1;125;1;3;1;1;2.02202E+17;3;1;2; ;1;28;3;3;20;12;1994;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2240;7500;2; ;1;1;5;0;3;0;0;2;3;30;2;30;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2008; ; ; ; ; ;2008;2008;1;698.183714
2023;2;17623;1;47;1;7;1;1;2.02211E+17;4;1;2; ;1;33;7;6;9;9;1989;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8331;4921;1; ;1;3;10;10;10;10;10;10;10;70;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;8;1; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;315.4330931
2023;2;2561101;1;51;1;4;1;1;2.02202E+19;7;1;2; ;1;40;4;4;8;2;1982;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3422;8541;2; ;1;1;0;6;6;6;6;4;8;36;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;836.6503169
2023;2;21047;1;121;1;3;1;1;2.02211E+17;8;1;2; ;1;23;3;3;4;1;2000;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;0;6;6;6;6;8;8;40;1; ;2;1; ; ; ;1800; ; ; ; ; ; ; ; ; ; ; ; ;1;5;10;1; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;716.6518121
2023;2;47135;1;79;1;3;1;1;2.02108E+17;3;1;2; ;1;28;3;3;7;9;1994;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7352;1410;1; ;1;3;0;10;10;10;12;12;12;66;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;10;3; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;697.9102379
2023;2;2299002;1;67;1;2;1;1;2.02108E+19;2;1;2; ;2;49;2;2;16;6;1973;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5213;4789;1; ;1;4;9;9;9;8;9;9;9;62;1; ;2;2; ; ; ;2000;50; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2000;50; ; ; ; ;2050;2050;1;502.1205417
2023;2;28797;1;35;1;2;1;1;2.02108E+17;2;1;2; ;2;46;2;2;25;4;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5213;4781;2; ;1;4;8;8;8;8;8;8;8;56;1; ;2;2; ; ; ;2000;100; ; ; ; ; ; ; ; ; ; ; ;1;1;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2000;100; ; ; ; ;2100;2100;1;502.1205417
2023;2;18281;1;41;1;2;1;1;2.02302E+17;2;1;2; ;1;33;2;2;11;12;1989;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;2511;1; ;1;5;0;8;8;10;10;10;8;54;1; ;1;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;629.0463799
2023;2;25294;1;293;1;2;1;1;2.02211E+17;3;1;2; ;1;60;2;2;7;1;1963;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3431;7420;2; ;1;1;0;0;0;0;4;4;0;8;1; ;1;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;692.1773464
2023;2;25549;1;44;1;2;1;1;2.02202E+17;2;1;2; ;2;39;2;2;27;12;1983;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ;3334;6810;1; ;1;2;0;0;0;0;0;0;0;12;2;12;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;10;2; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;741.6227888
2023;2;25294;1;344;1;2;1;1;2.02211E+17;2;1;2; ;2;47;2;2;4;2;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;9602;1; ;1;4;0;10;10;10;10;10;10;60;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;10;1; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;620.030522
2023;2;20174;1;46;2;2;1;1;2.02108E+17;2;1;2; ;2;37;2;2;23;3;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4741;2; ;1;2;8;0;8;8;8;8;8;48;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;6;1; ; ;2000; ; ; ; ; ;2000;2000;1;741.6227888
2023;2;20242;1;136;1;1;1;1;2.02108E+17;1;1;2; ;1;49;1;1;20;6;1973;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4923;2; ;1;1;0;5;0;6;6;6;6;29;1; ;1;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;1;1; ; ;2000; ; ; ; ; ;2000;2000;1;577.6211886
2023;2;25659;1;101;1;1;1;1;2.02108E+17;1;1;2; ;1;61;1;1;13;6;1961;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2251;8620;1; ;1;2;0;8;8;8;8;8;4;44;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;692.1773464
2023;2;27695;1;1;4;1;1;1;2.02205E+17;1;1;2; ;1;27;1;1;8;7;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3439;9000;1; ;1;6;0;0;1;0;0;0;8;9;1; ;1;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;10;4; ;2;2;2;2;2;2;10;8;1; ; ;2000; ; ; ; ; ;2000;2000;1;756.8356573
2023;2;2974902;1;61;1;1;1;1;2.02108E+19;1;1;2; ;1;48;1;1;27;2;1974;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7223;2599;1; ;1;2;0;6;5;6;7;6;5;35;1; ;2;2; ; ; ;2165; ; ; ; ; ; ; ; ; ; ; ; ;1;5;9;3; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;560.547347
2023;2;19213;1;158;2;1;1;1;2.02211E+17;1;1;2; ;1;25;1;1;13;7;1997;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3432;9602;2; ;1;1;9;9;0;9;9;9;9;54;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;697.9102379
2023;2;1913602;1;508;1;1;1;1;2.02302E+19;1;1;2; ;1;35;1;2;16;3;1987;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7231;4520;1; ;1;2;5;11;11;11;11;11;11;71;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;8;1; ;2;2;2;2;2;2;2;2;1; ; ;2000; ; ; ; ; ;2000;2000;1;1673.300633
2023;2;2643102;1;157;1;1;1;1;2.02302E+19;1;1;2; ;2;27;1;1;14;9;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;4771;1; ;1;2;0;6;6;6;6;6;8;38;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;11;5; ;2;2;2;2;2;2;10;6;1; ; ;2000; ; ; ; ; ;2000;2000;1;1483.245578
2023;2;28664;1;23;1;1;1;1;2.02108E+17;1;1;2; ;1;45;1;1;20;2;1978;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5211;4663;1; ;1;6;6;11;11;11;11;11;11;72;1; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;8;1; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;577.6211886
2023;2;17658;1;13;1;1;1;1;2.02302E+17;1;1;2; ;1;39;1;1;3;1;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;2599;1; ;1;9;0;8;8;8;8;8;6;46;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;5;4; ;2;2;2;2;2;2;10;7;1; ; ;2000; ; ; ; ; ;2000;2000;1;630.8661862
